日期,单位净值,累计净值,基金代码,基金名称
2019-12-24 00:00:00,1.0959,1.0959,007048,平安安心灵活配置混合C
2019-12-23 00:00:00,1.0956,1.0956,007048,平安安心灵活配置混合C
2019-12-20 00:00:00,1.0996,1.0996,007048,平安安心灵活配置混合C
2019-12-19 00:00:00,1.1007,1.1007,007048,平安安心灵活配置混合C
2019-12-18 00:00:00,1.0992,1.0992,007048,平安安心灵活配置混合C
2019-12-17 00:00:00,1.0982,1.0982,007048,平安安心灵活配置混合C
2019-12-16 00:00:00,1.0923,1.0923,007048,平安安心灵活配置混合C
2019-12-13 00:00:00,1.0943,1.0943,007048,平安安心灵活配置混合C
2019-12-12 00:00:00,1.0851,1.0851,007048,平安安心灵活配置混合C
2019-12-11 00:00:00,1.0867,1.0867,007048,平安安心灵活配置混合C
2019-12-10 00:00:00,1.0796,1.0796,007048,平安安心灵活配置混合C
2019-12-09 00:00:00,1.0808,1.0808,007048,平安安心灵活配置混合C
2019-12-06 00:00:00,1.0816,1.0816,007048,平安安心灵活配置混合C
2019-12-05 00:00:00,1.08,1.08,007048,平安安心灵活配置混合C
2019-12-04 00:00:00,1.0771,1.0771,007048,平安安心灵活配置混合C
2019-12-03 00:00:00,1.0789,1.0789,007048,平安安心灵活配置混合C
2019-12-02 00:00:00,1.0771,1.0771,007048,平安安心灵活配置混合C
2019-11-29 00:00:00,1.0769,1.0769,007048,平安安心灵活配置混合C
2019-11-28 00:00:00,1.0803,1.0803,007048,平安安心灵活配置混合C
2019-11-27 00:00:00,1.0827,1.0827,007048,平安安心灵活配置混合C
2019-11-26 00:00:00,1.0817,1.0817,007048,平安安心灵活配置混合C
2019-12-24 00:00:00,1.0667,1.0667,007049,平安鑫安混合E
2019-12-23 00:00:00,1.0664,1.0664,007049,平安鑫安混合E
2019-12-20 00:00:00,1.0655,1.0655,007049,平安鑫安混合E
2019-12-19 00:00:00,1.0654,1.0654,007049,平安鑫安混合E
2019-12-18 00:00:00,1.0654,1.0654,007049,平安鑫安混合E
2019-12-17 00:00:00,1.0654,1.0654,007049,平安鑫安混合E
2019-12-16 00:00:00,1.0653,1.0653,007049,平安鑫安混合E
2019-12-13 00:00:00,1.0651,1.0651,007049,平安鑫安混合E
2019-12-12 00:00:00,1.065,1.065,007049,平安鑫安混合E
2019-12-11 00:00:00,1.065,1.065,007049,平安鑫安混合E
2019-12-10 00:00:00,1.0649,1.0649,007049,平安鑫安混合E
2019-12-09 00:00:00,1.0649,1.0649,007049,平安鑫安混合E
2019-12-06 00:00:00,1.0647,1.0647,007049,平安鑫安混合E
2019-12-05 00:00:00,1.0645,1.0645,007049,平安鑫安混合E
2019-12-04 00:00:00,1.0645,1.0645,007049,平安鑫安混合E
2019-12-03 00:00:00,1.0644,1.0644,007049,平安鑫安混合E
2019-12-02 00:00:00,1.0644,1.0644,007049,平安鑫安混合E
2019-11-29 00:00:00,1.0643,1.0643,007049,平安鑫安混合E
2019-11-28 00:00:00,1.0642,1.0642,007049,平安鑫安混合E
2019-11-27 00:00:00,1.0641,1.0641,007049,平安鑫安混合E
2019-11-26 00:00:00,1.0641,1.0641,007049,平安鑫安混合E
2019-12-24 00:00:00,1.0343,1.0843,007047,长城核心优势混合
2019-12-23 00:00:00,1.0298,1.0798,007047,长城核心优势混合
2019-12-20 00:00:00,1.0375,1.0875,007047,长城核心优势混合
2019-12-19 00:00:00,1.0396,1.0896,007047,长城核心优势混合
2019-12-18 00:00:00,1.0464,1.0964,007047,长城核心优势混合
2019-12-17 00:00:00,1.0488,1.0988,007047,长城核心优势混合
2019-12-16 00:00:00,1.0412,1.0912,007047,长城核心优势混合
2019-12-13 00:00:00,1.038,1.088,007047,长城核心优势混合
2019-12-12 00:00:00,1.0225,1.0725,007047,长城核心优势混合
2019-12-11 00:00:00,1.0275,1.0775,007047,长城核心优势混合
2019-12-10 00:00:00,1.0371,1.0871,007047,长城核心优势混合
2019-12-09 00:00:00,1.0343,1.0843,007047,长城核心优势混合
2019-12-06 00:00:00,1.0351,1.0851,007047,长城核心优势混合
2019-12-05 00:00:00,1.0199,1.0699,007047,长城核心优势混合
2019-12-04 00:00:00,1.0137,1.0637,007047,长城核心优势混合
2019-12-03 00:00:00,1.0098,1.0598,007047,长城核心优势混合
2019-12-02 00:00:00,1.0077,1.0577,007047,长城核心优势混合
2019-11-29 00:00:00,0.9993,1.0493,007047,长城核心优势混合
2019-11-28 00:00:00,1.0186,1.0686,007047,长城核心优势混合
2019-11-27 00:00:00,1.0209,1.0709,007047,长城核心优势混合
2019-11-26 00:00:00,1.022,1.072,007047,长城核心优势混合
2019-12-24 00:00:00,1.2443,1.2443,007046,方正富邦创新动力混合C
2019-12-23 00:00:00,1.2234,1.2234,007046,方正富邦创新动力混合C
2019-12-20 00:00:00,1.2437,1.2437,007046,方正富邦创新动力混合C
2019-12-19 00:00:00,1.255,1.255,007046,方正富邦创新动力混合C
2019-12-18 00:00:00,1.2473,1.2473,007046,方正富邦创新动力混合C
2019-12-17 00:00:00,1.2544,1.2544,007046,方正富邦创新动力混合C
2019-12-16 00:00:00,1.2362,1.2362,007046,方正富邦创新动力混合C
2019-12-13 00:00:00,1.2165,1.2165,007046,方正富邦创新动力混合C
2019-12-12 00:00:00,1.1979,1.1979,007046,方正富邦创新动力混合C
2019-12-11 00:00:00,1.2025,1.2025,007046,方正富邦创新动力混合C
2019-12-10 00:00:00,1.2032,1.2032,007046,方正富邦创新动力混合C
2019-12-09 00:00:00,1.2016,1.2016,007046,方正富邦创新动力混合C
2019-12-06 00:00:00,1.1908,1.1908,007046,方正富邦创新动力混合C
2019-12-05 00:00:00,1.1894,1.1894,007046,方正富邦创新动力混合C
2019-12-04 00:00:00,1.174,1.174,007046,方正富邦创新动力混合C
2019-12-03 00:00:00,1.1746,1.1746,007046,方正富邦创新动力混合C
2019-12-02 00:00:00,1.1718,1.1718,007046,方正富邦创新动力混合C
2019-11-29 00:00:00,1.1701,1.1701,007046,方正富邦创新动力混合C
2019-11-28 00:00:00,1.173,1.173,007046,方正富邦创新动力混合C
2019-11-27 00:00:00,1.1705,1.1705,007046,方正富邦创新动力混合C
2019-11-26 00:00:00,1.1724,1.1724,007046,方正富邦创新动力混合C
2019-12-24 00:00:00,1.1188,1.1188,007044,博道沪深300增强A
2019-12-23 00:00:00,1.1138,1.1138,007044,博道沪深300增强A
2019-12-20 00:00:00,1.1263,1.1263,007044,博道沪深300增强A
2019-12-19 00:00:00,1.1267,1.1267,007044,博道沪深300增强A
2019-12-18 00:00:00,1.1268,1.1268,007044,博道沪深300增强A
2019-12-17 00:00:00,1.1302,1.1302,007044,博道沪深300增强A
2019-12-16 00:00:00,1.1169,1.1169,007044,博道沪深300增强A
2019-12-13 00:00:00,1.1133,1.1133,007044,博道沪深300增强A
2019-12-12 00:00:00,1.0943,1.0943,007044,博道沪深300增强A
2019-12-11 00:00:00,1.0968,1.0968,007044,博道沪深300增强A
2019-12-10 00:00:00,1.0944,1.0944,007044,博道沪深300增强A
2019-12-09 00:00:00,1.0934,1.0934,007044,博道沪深300增强A
2019-12-06 00:00:00,1.0948,1.0948,007044,博道沪深300增强A
2019-12-05 00:00:00,1.0869,1.0869,007044,博道沪深300增强A
2019-12-04 00:00:00,1.0777,1.0777,007044,博道沪深300增强A
2019-12-03 00:00:00,1.0784,1.0784,007044,博道沪深300增强A
2019-12-02 00:00:00,1.0747,1.0747,007044,博道沪深300增强A
2019-11-29 00:00:00,1.0723,1.0723,007044,博道沪深300增强A
2019-11-28 00:00:00,1.0824,1.0824,007044,博道沪深300增强A
2019-11-27 00:00:00,1.0855,1.0855,007044,博道沪深300增强A
2019-11-26 00:00:00,1.09,1.09,007044,博道沪深300增强A
2019-12-24 00:00:00,1.1159,1.1159,007045,博道沪深300增强C
2019-12-23 00:00:00,1.1109,1.1109,007045,博道沪深300增强C
2019-12-20 00:00:00,1.1234,1.1234,007045,博道沪深300增强C
2019-12-19 00:00:00,1.1238,1.1238,007045,博道沪深300增强C
2019-12-18 00:00:00,1.124,1.124,007045,博道沪深300增强C
2019-12-17 00:00:00,1.1273,1.1273,007045,博道沪深300增强C
2019-12-16 00:00:00,1.1141,1.1141,007045,博道沪深300增强C
2019-12-13 00:00:00,1.1105,1.1105,007045,博道沪深300增强C
2019-12-12 00:00:00,1.0916,1.0916,007045,博道沪深300增强C
2019-12-11 00:00:00,1.0941,1.0941,007045,博道沪深300增强C
2019-12-10 00:00:00,1.0917,1.0917,007045,博道沪深300增强C
2019-12-09 00:00:00,1.0907,1.0907,007045,博道沪深300增强C
2019-12-06 00:00:00,1.0921,1.0921,007045,博道沪深300增强C
2019-12-05 00:00:00,1.0842,1.0842,007045,博道沪深300增强C
2019-12-04 00:00:00,1.0751,1.0751,007045,博道沪深300增强C
2019-12-03 00:00:00,1.0758,1.0758,007045,博道沪深300增强C
2019-12-02 00:00:00,1.0721,1.0721,007045,博道沪深300增强C
2019-11-29 00:00:00,1.0698,1.0698,007045,博道沪深300增强C
2019-11-28 00:00:00,1.0799,1.0799,007045,博道沪深300增强C
2019-11-27 00:00:00,1.083,1.083,007045,博道沪深300增强C
2019-11-26 00:00:00,1.0875,1.0875,007045,博道沪深300增强C
2019-12-24 00:00:00,1.0082,1.0165,007051,招商中债3-5年国开行指数A
2019-12-23 00:00:00,1.0077,1.016,007051,招商中债3-5年国开行指数A
2019-12-20 00:00:00,1.0066,1.0149,007051,招商中债3-5年国开行指数A
2019-12-19 00:00:00,1.0056,1.0139,007051,招商中债3-5年国开行指数A
2019-12-18 00:00:00,1.0051,1.0134,007051,招商中债3-5年国开行指数A
2019-12-17 00:00:00,1.0049,1.0132,007051,招商中债3-5年国开行指数A
2019-12-16 00:00:00,1.0053,1.0136,007051,招商中债3-5年国开行指数A
2019-12-13 00:00:00,1.0052,1.0135,007051,招商中债3-5年国开行指数A
2019-12-12 00:00:00,1.0052,1.0135,007051,招商中债3-5年国开行指数A
2019-12-11 00:00:00,1.0044,1.0127,007051,招商中债3-5年国开行指数A
2019-12-10 00:00:00,1.0041,1.0124,007051,招商中债3-5年国开行指数A
2019-12-09 00:00:00,1.0037,1.012,007051,招商中债3-5年国开行指数A
2019-12-06 00:00:00,1.0036,1.0119,007051,招商中债3-5年国开行指数A
2019-12-05 00:00:00,1.004,1.0123,007051,招商中债3-5年国开行指数A
2019-12-04 00:00:00,1.0038,1.0121,007051,招商中债3-5年国开行指数A
2019-12-03 00:00:00,1.0035,1.0118,007051,招商中债3-5年国开行指数A
2019-12-02 00:00:00,1.003,1.0113,007051,招商中债3-5年国开行指数A
2019-11-29 00:00:00,1.0075,1.0118,007051,招商中债3-5年国开行指数A
2019-11-28 00:00:00,1.0071,1.0114,007051,招商中债3-5年国开行指数A
2019-11-27 00:00:00,1.0068,1.0111,007051,招商中债3-5年国开行指数A
2019-11-26 00:00:00,1.0068,1.0111,007051,招商中债3-5年国开行指数A
2019-12-24 00:00:00,1.0079,1.0161,007052,招商中债3-5年国开行指数C
2019-12-23 00:00:00,1.0074,1.0156,007052,招商中债3-5年国开行指数C
2019-12-20 00:00:00,1.0063,1.0145,007052,招商中债3-5年国开行指数C
2019-12-19 00:00:00,1.0053,1.0135,007052,招商中债3-5年国开行指数C
2019-12-18 00:00:00,1.0048,1.013,007052,招商中债3-5年国开行指数C
2019-12-17 00:00:00,1.0046,1.0128,007052,招商中债3-5年国开行指数C
2019-12-16 00:00:00,1.005,1.0132,007052,招商中债3-5年国开行指数C
2019-12-13 00:00:00,1.0049,1.0131,007052,招商中债3-5年国开行指数C
2019-12-12 00:00:00,1.0049,1.0131,007052,招商中债3-5年国开行指数C
2019-12-11 00:00:00,1.0041,1.0123,007052,招商中债3-5年国开行指数C
2019-12-10 00:00:00,1.0038,1.012,007052,招商中债3-5年国开行指数C
2019-12-09 00:00:00,1.0034,1.0116,007052,招商中债3-5年国开行指数C
2019-12-06 00:00:00,1.0034,1.0116,007052,招商中债3-5年国开行指数C
2019-12-05 00:00:00,1.0037,1.0119,007052,招商中债3-5年国开行指数C
2019-12-04 00:00:00,1.0035,1.0117,007052,招商中债3-5年国开行指数C
2019-12-03 00:00:00,1.0032,1.0114,007052,招商中债3-5年国开行指数C
2019-12-02 00:00:00,1.0028,1.011,007052,招商中债3-5年国开行指数C
2019-11-29 00:00:00,1.0073,1.0115,007052,招商中债3-5年国开行指数C
2019-11-28 00:00:00,1.0068,1.011,007052,招商中债3-5年国开行指数C
2019-11-27 00:00:00,1.0066,1.0108,007052,招商中债3-5年国开行指数C
2019-11-26 00:00:00,1.0066,1.0108,007052,招商中债3-5年国开行指数C
2019-12-24 00:00:00,1.0193,1.0193,007057,中泰蓝月短债债券A
2019-12-23 00:00:00,1.0193,1.0193,007057,中泰蓝月短债债券A
2019-12-20 00:00:00,1.0189,1.0189,007057,中泰蓝月短债债券A
2019-12-19 00:00:00,1.019,1.019,007057,中泰蓝月短债债券A
2019-12-18 00:00:00,1.0189,1.0189,007057,中泰蓝月短债债券A
2019-12-17 00:00:00,1.0189,1.0189,007057,中泰蓝月短债债券A
2019-12-16 00:00:00,1.0189,1.0189,007057,中泰蓝月短债债券A
2019-12-13 00:00:00,1.0186,1.0186,007057,中泰蓝月短债债券A
2019-12-12 00:00:00,1.0186,1.0186,007057,中泰蓝月短债债券A
2019-12-11 00:00:00,1.0185,1.0185,007057,中泰蓝月短债债券A
2019-12-10 00:00:00,1.0184,1.0184,007057,中泰蓝月短债债券A
2019-12-09 00:00:00,1.0183,1.0183,007057,中泰蓝月短债债券A
2019-12-06 00:00:00,1.0181,1.0181,007057,中泰蓝月短债债券A
2019-12-05 00:00:00,1.018,1.018,007057,中泰蓝月短债债券A
2019-12-04 00:00:00,1.0179,1.0179,007057,中泰蓝月短债债券A
2019-12-03 00:00:00,1.0178,1.0178,007057,中泰蓝月短债债券A
2019-12-02 00:00:00,1.0178,1.0178,007057,中泰蓝月短债债券A
2019-11-29 00:00:00,1.0176,1.0176,007057,中泰蓝月短债债券A
2019-11-28 00:00:00,1.0174,1.0174,007057,中泰蓝月短债债券A
2019-11-27 00:00:00,1.0174,1.0174,007057,中泰蓝月短债债券A
2019-11-26 00:00:00,1.0172,1.0172,007057,中泰蓝月短债债券A
2019-12-24 00:00:00,1.0203,1.0203,007058,中泰蓝月短债债券C
2019-12-23 00:00:00,1.0202,1.0202,007058,中泰蓝月短债债券C
2019-12-20 00:00:00,1.0199,1.0199,007058,中泰蓝月短债债券C
2019-12-19 00:00:00,1.0199,1.0199,007058,中泰蓝月短债债券C
2019-12-18 00:00:00,1.0199,1.0199,007058,中泰蓝月短债债券C
2019-12-17 00:00:00,1.0198,1.0198,007058,中泰蓝月短债债券C
2019-12-16 00:00:00,1.0198,1.0198,007058,中泰蓝月短债债券C
2019-12-13 00:00:00,1.0196,1.0196,007058,中泰蓝月短债债券C
2019-12-12 00:00:00,1.0195,1.0195,007058,中泰蓝月短债债券C
2019-12-11 00:00:00,1.0195,1.0195,007058,中泰蓝月短债债券C
2019-12-10 00:00:00,1.0194,1.0194,007058,中泰蓝月短债债券C
2019-12-09 00:00:00,1.0193,1.0193,007058,中泰蓝月短债债券C
2019-12-06 00:00:00,1.0191,1.0191,007058,中泰蓝月短债债券C
2019-12-05 00:00:00,1.019,1.019,007058,中泰蓝月短债债券C
2019-12-04 00:00:00,1.019,1.019,007058,中泰蓝月短债债券C
2019-12-03 00:00:00,1.0188,1.0188,007058,中泰蓝月短债债券C
2019-12-02 00:00:00,1.0188,1.0188,007058,中泰蓝月短债债券C
2019-11-29 00:00:00,1.0186,1.0186,007058,中泰蓝月短债债券C
2019-11-28 00:00:00,1.0185,1.0185,007058,中泰蓝月短债债券C
2019-11-27 00:00:00,1.0184,1.0184,007058,中泰蓝月短债债券C
2019-11-26 00:00:00,1.0183,1.0183,007058,中泰蓝月短债债券C
2019-12-24 00:00:00,1.0814,1.0814,007056,银华积极精选混合
2019-12-23 00:00:00,1.0726,1.0726,007056,银华积极精选混合
2019-12-20 00:00:00,1.0888,1.0888,007056,银华积极精选混合
2019-12-19 00:00:00,1.0928,1.0928,007056,银华积极精选混合
2019-12-18 00:00:00,1.0984,1.0984,007056,银华积极精选混合
2019-12-17 00:00:00,1.1035,1.1035,007056,银华积极精选混合
2019-12-16 00:00:00,1.0962,1.0962,007056,银华积极精选混合
2019-12-13 00:00:00,1.0824,1.0824,007056,银华积极精选混合
2019-12-12 00:00:00,1.0678,1.0678,007056,银华积极精选混合
2019-12-11 00:00:00,1.0702,1.0702,007056,银华积极精选混合
2019-12-10 00:00:00,1.0717,1.0717,007056,银华积极精选混合
2019-12-09 00:00:00,1.0628,1.0628,007056,银华积极精选混合
2019-12-06 00:00:00,1.0709,1.0709,007056,银华积极精选混合
2019-12-05 00:00:00,1.0586,1.0586,007056,银华积极精选混合
2019-12-04 00:00:00,1.0469,1.0469,007056,银华积极精选混合
2019-12-03 00:00:00,1.0439,1.0439,007056,银华积极精选混合
2019-12-02 00:00:00,1.0413,1.0413,007056,银华积极精选混合
2019-11-29 00:00:00,1.0451,1.0451,007056,银华积极精选混合
2019-11-28 00:00:00,1.0617,1.0617,007056,银华积极精选混合
2019-11-27 00:00:00,1.0619,1.0619,007056,银华积极精选混合
2019-11-26 00:00:00,1.0639,1.0639,007056,银华积极精选混合
2019-12-24 00:00:00,1.0156,1.0156,007055,平安季开鑫定开债E
2019-12-23 00:00:00,1.0153,1.0153,007055,平安季开鑫定开债E
2019-12-20 00:00:00,1.0152,1.0152,007055,平安季开鑫定开债E
2019-12-19 00:00:00,1.0154,1.0154,007055,平安季开鑫定开债E
2019-12-18 00:00:00,1.0153,1.0153,007055,平安季开鑫定开债E
2019-12-17 00:00:00,1.0152,1.0152,007055,平安季开鑫定开债E
2019-12-16 00:00:00,1.0149,1.0149,007055,平安季开鑫定开债E
2019-12-13 00:00:00,1.0148,1.0148,007055,平安季开鑫定开债E
2019-12-12 00:00:00,1.0153,1.0153,007055,平安季开鑫定开债E
2019-12-11 00:00:00,1.015,1.015,007055,平安季开鑫定开债E
2019-12-10 00:00:00,1.0149,1.0149,007055,平安季开鑫定开债E
2019-12-09 00:00:00,1.0149,1.0149,007055,平安季开鑫定开债E
2019-12-06 00:00:00,1.0145,1.0145,007055,平安季开鑫定开债E
2019-12-05 00:00:00,1.0143,1.0143,007055,平安季开鑫定开债E
2019-12-04 00:00:00,1.0142,1.0142,007055,平安季开鑫定开债E
2019-12-03 00:00:00,1.014,1.014,007055,平安季开鑫定开债E
2019-12-02 00:00:00,1.0141,1.0141,007055,平安季开鑫定开债E
2019-11-29 00:00:00,1.0143,1.0143,007055,平安季开鑫定开债E
2019-11-28 00:00:00,1.0146,1.0146,007055,平安季开鑫定开债E
2019-11-27 00:00:00,1.0144,1.0144,007055,平安季开鑫定开债E
2019-11-26 00:00:00,1.0145,1.0145,007055,平安季开鑫定开债E
2019-12-24 00:00:00,1.0165,1.0165,007053,平安季开鑫定开债A
2019-12-23 00:00:00,1.0162,1.0162,007053,平安季开鑫定开债A
2019-12-20 00:00:00,1.0161,1.0161,007053,平安季开鑫定开债A
2019-12-19 00:00:00,1.0163,1.0163,007053,平安季开鑫定开债A
2019-12-18 00:00:00,1.0162,1.0162,007053,平安季开鑫定开债A
2019-12-17 00:00:00,1.0161,1.0161,007053,平安季开鑫定开债A
2019-12-16 00:00:00,1.0158,1.0158,007053,平安季开鑫定开债A
2019-12-13 00:00:00,1.0157,1.0157,007053,平安季开鑫定开债A
2019-12-12 00:00:00,1.0162,1.0162,007053,平安季开鑫定开债A
2019-12-11 00:00:00,1.0159,1.0159,007053,平安季开鑫定开债A
2019-12-10 00:00:00,1.0157,1.0157,007053,平安季开鑫定开债A
2019-12-09 00:00:00,1.0157,1.0157,007053,平安季开鑫定开债A
2019-12-06 00:00:00,1.0153,1.0153,007053,平安季开鑫定开债A
2019-12-05 00:00:00,1.0151,1.0151,007053,平安季开鑫定开债A
2019-12-04 00:00:00,1.015,1.015,007053,平安季开鑫定开债A
2019-12-03 00:00:00,1.0148,1.0148,007053,平安季开鑫定开债A
2019-12-02 00:00:00,1.0149,1.0149,007053,平安季开鑫定开债A
2019-11-29 00:00:00,1.015,1.015,007053,平安季开鑫定开债A
2019-11-28 00:00:00,1.0154,1.0154,007053,平安季开鑫定开债A
2019-11-27 00:00:00,1.0152,1.0152,007053,平安季开鑫定开债A
2019-11-26 00:00:00,1.0152,1.0152,007053,平安季开鑫定开债A
2019-12-24 00:00:00,1.0164,1.0164,007054,平安季开鑫定开债C
2019-12-23 00:00:00,1.0162,1.0162,007054,平安季开鑫定开债C
2019-12-20 00:00:00,1.0161,1.0161,007054,平安季开鑫定开债C
2019-12-19 00:00:00,1.0162,1.0162,007054,平安季开鑫定开债C
2019-12-18 00:00:00,1.0161,1.0161,007054,平安季开鑫定开债C
2019-12-17 00:00:00,1.016,1.016,007054,平安季开鑫定开债C
2019-12-16 00:00:00,1.0158,1.0158,007054,平安季开鑫定开债C
2019-12-13 00:00:00,1.0156,1.0156,007054,平安季开鑫定开债C
2019-12-12 00:00:00,1.0161,1.0161,007054,平安季开鑫定开债C
2019-12-11 00:00:00,1.0158,1.0158,007054,平安季开鑫定开债C
2019-12-10 00:00:00,1.0156,1.0156,007054,平安季开鑫定开债C
2019-12-09 00:00:00,1.0157,1.0157,007054,平安季开鑫定开债C
2019-12-06 00:00:00,1.0152,1.0152,007054,平安季开鑫定开债C
2019-12-05 00:00:00,1.0151,1.0151,007054,平安季开鑫定开债C
2019-12-04 00:00:00,1.0149,1.0149,007054,平安季开鑫定开债C
2019-12-03 00:00:00,1.0148,1.0148,007054,平安季开鑫定开债C
2019-12-02 00:00:00,1.0148,1.0148,007054,平安季开鑫定开债C
2019-11-29 00:00:00,1.015,1.015,007054,平安季开鑫定开债C
2019-11-28 00:00:00,1.0154,1.0154,007054,平安季开鑫定开债C
2019-11-27 00:00:00,1.0152,1.0152,007054,平安季开鑫定开债C
2019-11-26 00:00:00,1.0152,1.0152,007054,平安季开鑫定开债C
2019-12-24 00:00:00,1.4328,1.4328,007043,前海联合泓鑫混合C
2019-12-23 00:00:00,1.4191,1.4191,007043,前海联合泓鑫混合C
2019-12-20 00:00:00,1.4276,1.4276,007043,前海联合泓鑫混合C
2019-12-19 00:00:00,1.4377,1.4377,007043,前海联合泓鑫混合C
2019-12-18 00:00:00,1.4504,1.4504,007043,前海联合泓鑫混合C
2019-12-17 00:00:00,1.4595,1.4595,007043,前海联合泓鑫混合C
2019-12-16 00:00:00,1.4417,1.4417,007043,前海联合泓鑫混合C
2019-12-13 00:00:00,1.4442,1.4442,007043,前海联合泓鑫混合C
2019-12-12 00:00:00,1.4206,1.4206,007043,前海联合泓鑫混合C
2019-12-11 00:00:00,1.4243,1.4243,007043,前海联合泓鑫混合C
2019-12-10 00:00:00,1.4259,1.4259,007043,前海联合泓鑫混合C
2019-12-09 00:00:00,1.4138,1.4138,007043,前海联合泓鑫混合C
2019-12-06 00:00:00,1.4229,1.4229,007043,前海联合泓鑫混合C
2019-12-05 00:00:00,1.4098,1.4098,007043,前海联合泓鑫混合C
2019-12-04 00:00:00,1.3941,1.3941,007043,前海联合泓鑫混合C
2019-12-03 00:00:00,1.3866,1.3866,007043,前海联合泓鑫混合C
2019-12-02 00:00:00,1.3791,1.3791,007043,前海联合泓鑫混合C
2019-11-29 00:00:00,1.3754,1.3754,007043,前海联合泓鑫混合C
2019-11-28 00:00:00,1.3898,1.3898,007043,前海联合泓鑫混合C
2019-11-27 00:00:00,1.3893,1.3893,007043,前海联合泓鑫混合C
2019-11-26 00:00:00,1.3887,1.3887,007043,前海联合泓鑫混合C
2019-12-24 00:00:00,1.0019,1.0019,007042,前海联合泳隽混合C
2019-12-23 00:00:00,0.9861,0.9861,007042,前海联合泳隽混合C
2019-12-20 00:00:00,1.0087,1.0087,007042,前海联合泳隽混合C
2019-12-19 00:00:00,1.0157,1.0157,007042,前海联合泳隽混合C
2019-12-18 00:00:00,1.0211,1.0211,007042,前海联合泳隽混合C
2019-12-17 00:00:00,1.0194,1.0194,007042,前海联合泳隽混合C
2019-12-16 00:00:00,1.0087,1.0087,007042,前海联合泳隽混合C
2019-12-13 00:00:00,0.9849,0.9849,007042,前海联合泳隽混合C
2019-12-12 00:00:00,0.9768,0.9768,007042,前海联合泳隽混合C
2019-12-11 00:00:00,0.9755,0.9755,007042,前海联合泳隽混合C
2019-12-10 00:00:00,0.9858,0.9858,007042,前海联合泳隽混合C
2019-12-09 00:00:00,0.9701,0.9701,007042,前海联合泳隽混合C
2019-12-06 00:00:00,0.9558,0.9558,007042,前海联合泳隽混合C
2019-12-05 00:00:00,0.9362,0.9362,007042,前海联合泳隽混合C
2019-12-04 00:00:00,0.9185,0.9185,007042,前海联合泳隽混合C
2019-12-03 00:00:00,0.911,0.911,007042,前海联合泳隽混合C
2019-12-02 00:00:00,0.9072,0.9072,007042,前海联合泳隽混合C
2019-11-29 00:00:00,0.8925,0.8925,007042,前海联合泳隽混合C
2019-11-28 00:00:00,0.894,0.894,007042,前海联合泳隽混合C
2019-11-27 00:00:00,0.8966,0.8966,007042,前海联合泳隽混合C
2019-11-26 00:00:00,0.8946,0.8946,007042,前海联合泳隽混合C
2019-12-24 00:00:00,1.0269,1.0269,007033,平安可转债债券C
2019-12-23 00:00:00,1.0209,1.0209,007033,平安可转债债券C
2019-12-20 00:00:00,1.0276,1.0276,007033,平安可转债债券C
2019-12-19 00:00:00,1.0304,1.0304,007033,平安可转债债券C
2019-12-18 00:00:00,1.0338,1.0338,007033,平安可转债债券C
2019-12-17 00:00:00,1.0331,1.0331,007033,平安可转债债券C
2019-12-16 00:00:00,1.0267,1.0267,007033,平安可转债债券C
2019-12-13 00:00:00,1.0173,1.0173,007033,平安可转债债券C
2019-12-12 00:00:00,1.0088,1.0088,007033,平安可转债债券C
2019-12-11 00:00:00,1.0081,1.0081,007033,平安可转债债券C
2019-12-10 00:00:00,1.0064,1.0064,007033,平安可转债债券C
2019-12-09 00:00:00,1.0041,1.0041,007033,平安可转债债券C
2019-12-06 00:00:00,1.0038,1.0038,007033,平安可转债债券C
2019-12-05 00:00:00,1.0019,1.0019,007033,平安可转债债券C
2019-12-04 00:00:00,0.9985,0.9985,007033,平安可转债债券C
2019-12-03 00:00:00,0.999,0.999,007033,平安可转债债券C
2019-12-02 00:00:00,0.9986,0.9986,007033,平安可转债债券C
2019-11-29 00:00:00,0.9989,0.9989,007033,平安可转债债券C
2019-11-28 00:00:00,1.0006,1.0006,007033,平安可转债债券C
2019-11-27 00:00:00,1.0015,1.0015,007033,平安可转债债券C
2019-11-26 00:00:00,1.0026,1.0026,007033,平安可转债债券C
2019-12-24 00:00:00,1.0134,1.0907,007034,中科沃土沃安中短利率债券C
2019-12-23 00:00:00,1.0131,1.0904,007034,中科沃土沃安中短利率债券C
2019-12-20 00:00:00,1.0127,1.09,007034,中科沃土沃安中短利率债券C
2019-12-19 00:00:00,1.0123,1.0896,007034,中科沃土沃安中短利率债券C
2019-12-18 00:00:00,1.0122,1.0895,007034,中科沃土沃安中短利率债券C
2019-12-17 00:00:00,1.012,1.0893,007034,中科沃土沃安中短利率债券C
2019-12-16 00:00:00,1.0121,1.0894,007034,中科沃土沃安中短利率债券C
2019-12-13 00:00:00,1.0121,1.0894,007034,中科沃土沃安中短利率债券C
2019-12-12 00:00:00,1.0121,1.0894,007034,中科沃土沃安中短利率债券C
2019-12-11 00:00:00,1.0114,1.0887,007034,中科沃土沃安中短利率债券C
2019-12-10 00:00:00,1.0114,1.0887,007034,中科沃土沃安中短利率债券C
2019-12-09 00:00:00,1.0114,1.0887,007034,中科沃土沃安中短利率债券C
2019-12-06 00:00:00,1.0114,1.0887,007034,中科沃土沃安中短利率债券C
